date,snow_depth,water,water_adjusted,site
3/2002,69.8,26.4,26.4,RDC
4/2002,79.0,29.9,29.9,RDC
5/2002,37.2,19.0,19.0,RDC
2/2003,47.2,18.9,18.9,RDC
3/2003,65.2,22.7,22.6,RDC
4/2003,56.6,22.3,22.3,RDC
5/2003,73.0,30.0,30.0,RDC
2/2004,67.0,21.7,21.8,RDC
3/2004,106.2,31.4,31.4,RDC
4/2004,55.2,24.0,24.0,RDC
5/2004,21.8,9.2,9.2,RDC
2/2005,120.8,41.6,41.6,RDC
3/2005,130.0,47.6,48.7,RDC
4/2005,137.4,55.2,55.2,RDC
5/2005,115.7,51.6,51.6,RDC
6/2005,55.2,27.0,--,RDC
2/2006,85.7,29.6,30.1,RDC
3/2006,86.1,30.4,34.1,RDC
4/2006,128.4,49.1,54.9,RDC
5/2006,136.2,59.4,59.4,RDC
6/2006,52.6,26.2,--,RDC
2/2007,26.8,8.4,8.4,RDC
3/2007,73.6,18.4,18.4,RDC
4/2007,43.6,17.0,17.0,RDC
5/2007,24.5,10.5,10.5,RDC
2/2008,82.3,25.5,25.5,RDC
3/2008,115.0,38.0,38.0,RDC
4/2008,78.8,36.8,37.7,RDC
5/2008,53.2,26.6,26.6,RDC
2/2009,46.4,14.4,--,RDC
3/2009,79.4,25.2,--,RDC
4/2009,74.8,29.6,--,RDC
5/2009,46.0,19.2,--,RDC
2/2010,86.0,23.2,--,RDC
3/2010,81.4,27.6,--,RDC
4/2010,85.4,35.6,--,RDC
5/2010,101.4,43.4,--,RDC
2/2011,102.2,36.5,--,RDC
3/2011,117.6,42.2,--,RDC
4/2011,169.4,63.4,--,RDC
5/2011,124.8,57.6,--,RDC
6/2011,94.0,50.0,--,RDC
2/2012,39.8,11.4,--,RDC
3/2012,33.2,10.8,--,RDC
4/2012,44.8,14.4,--,RDC
5/2012,17.2,7.2,--,RDC
2/2013,61.4,19.6,--,RDC
3/2013,57.4,21.0,--,RDC
4/2013,41.2,17.6,--,RDC
5/2013,3.6,1.8,--,RDC
2/2014,7.0,2.5,--,RDC
3/2014,19.5,6.0,--,RDC
4/2014,48.0,13.5,--,RDC
5/2014,15.5,6.0,--,RDC
2/2015,17.0,5.0,--,RDC
3/2015,22.5,6.5,--,RDC
4/2015,0.0,0.0,--,RDC
5/2015,0.5,0.0,--,RDC
2/2016,72.0,21.0,--,RDC
3/2016,67.0,25.5,--,RDC
4/2016,75.0,30.5,--,RDC
5/2016,38.5,18.0,--,RDC
2/2000,72.2,21.3,--,RDM
3/2000,146.6,50.5,--,RDM
4/2000,112.4,52.3,52.3,RDM
5/2000,68.8,36.8,--,RDM
2/2001,55.2,16.6,--,RDM
3/2001,98.4,32.2,--,RDM
4/2001,69.4,32.6,--,RDM
1/2002,83.2,33.0,--,RDM
2/2002,97.4,36.8,--,RDM
3/2002,100.0,44.2,--,RDM
4/2002,127.2,55.1,--,RDM
5/2002,89.0,43.7,--,RDM
2/2003,66.8,30.1,--,RDM
3/2003,78.0,33.0,--,RDM
4/2003,77.5,38.6,--,RDM
5/2003,123.1,50.4,--,RDM
2/2004,101.8,38.1,--,RDM
3/2004,142.7,54.7,--,RDM
4/2004,93.0,46.5,--,RDM
5/2004,68.9,37.5,--,RDM
2/2005,107.0,41.7,--,RDM
3/2005,110.4,45.1,--,RDM
4/2005,146.2,59.2,--,RDM
5/2005,117.2,60.2,--,RDM
6/2005,77.2,42.2,--,RDM
2/2006,82.4,26.6,--,RDM
3/2006,71.5,28.1,--,RDM
4/2006,131.6,52.0,--,RDM
5/2006,149.1,69.4,--,RDM
6/2006,39.2,21.9,--,RDM
2/2007,38.2,14.2,--,RDM
3/2007,113.2,32.3,--,RDM
4/2007,66.4,27.5,--,RDM
5/2007,58.1,24.4,--,RDM
2/2008,115.6,38.6,--,RDM
3/2008,112.6,44.6,--,RDM
4/2008,95.5,44.5,--,RDM
5/2008,63.1,33.0,--,RDM
2/2009,47.9,17.2,--,RDM
3/2009,93.7,32.6,--,RDM
4/2009,104.9,45.7,--,RDM
5/2009,75.5,38.4,--,RDM
2/2010,94.2,31.1,--,RDM
3/2010,104.2,37.4,--,RDM
4/2010,109.2,46.5,--,RDM
5/2010,114.2,57.8,--,RDM
2/2011,90.2,36.3,--,RDM
3/2011,152.7,56.5,--,RDM
4/2011,212.4,86.5,--,RDM
5/2011,175.5,89.1,--,RDM
2/2012,26.5,9.7,--,RDM
3/2012,34.5,11.1,--,RDM
4/2012,79.1,29.7,--,RDM
5/2012,72.3,32.9,--,RDM
1/2013,66.1,27.4,--,RDM
2/2013,66.1,27.4,--,RDM
3/2013,69.8,29.0,--,RDM
4/2013,65.0,29.2,--,RDM
5/2013,30.5,15.7,--,RDM
2/2014,11.0,2.5,--,RDM
3/2014,24.0,9.0,--,RDM
4/2014,40.9,14.0,--,RDM
5/2014,23.5,11.0,--,RDM
2/2015,19.5,8.0,--,RDM
3/2015,17.0,7.5,--,RDM
4/2015,6.0,3.0,--,RDM
5/2015,0.0,0.0,--,RDM
2/2016,98.0,33.0,--,RDM
3/2016,89.0,38.0,--,RDM
4/2016,111.5,51.5,--,RDM
5/2016,82.5,39.0,--,RDM
2/2000,82.0,18.4,19.2,REL
3/2000,123.6,40.1,39.4,REL
4/2000,93.6,42.5,42.5,REL
5/2000,72.6,35.5,35.5,REL
2/2001,52.0,13.8,13.8,REL
3/2001,86.2,25.7,25.7,REL
4/2001,63.3,28.0,28.0,REL
2/2002,75.5,30.5,30.5,REL
3/2002,74.5,30.5,30.5,REL
4/2002,89.1,37.5,37.5,REL
5/2002,55.1,27.0,27.0,REL
2/2003,60.9,24.7,25.0,REL
3/2003,66.6,28.6,28.8,REL
4/2003,67.1,30.9,31.5,REL
5/2003,86.7,41.3,41.3,REL
2/2004,76.8,28.4,28.4,REL
3/2004,116.9,40.4,40.4,REL
4/2004,73.2,34.8,34.8,REL
5/2004,42.0,23.3,23.3,REL
2/2005,107.9,39.8,39.8,REL
3/2005,121.7,46.6,48.0,REL
4/2005,183.4,74.4,74.4,REL
5/2005,117.0,57.8,58.5,REL
2/2006,93.2,35.8,35.8,REL
3/2006,86.9,40.8,45.1,REL
4/2006,147.9,57.0,56.9,REL
5/2006,137.2,66.8,66.8,REL
6/2006,66.8,36.2,--,REL
2/2007,28.3,9.1,9.1,REL
3/2007,83.3,24.7,23.5,REL
4/2007,48.6,20.7,20.7,REL
5/2007,34.7,14.9,14.9,REL
2/2008,90.8,29.7,29.4,REL
3/2008,109.7,39.0,38.0,REL
4/2008,76.5,37.3,37.4,REL
5/2008,46.8,25.4,25.4,REL
2/2009,50.1,15.9,--,REL
3/2009,94.9,29.0,--,REL
4/2009,92.3,40.2,--,REL
5/2009,61.4,30.6,--,REL
2/2010,86.9,26.3,--,REL
3/2010,80.1,29.3,--,REL
4/2010,87.0,38.3,--,REL
5/2010,87.5,42.7,--,REL
2/2011,84.8,34.2,--,REL
3/2011,126.9,43.3,--,REL
4/2011,172.2,66.3,--,REL
5/2011,129.1,62.4,--,REL
2/2012,26.0,6.7,--,REL
3/2012,32.4,10.2,--,REL
4/2012,52.2,18.1,--,REL
5/2012,19.9,8.2,--,REL
2/2013,69.2,27.1,--,REL
3/2013,66.5,28.0,--,REL
4/2013,61.1,28.2,--,REL
5/2013,22.3,11.4,--,REL
2/2014,5.5,2.0,--,REL
3/2014,31.0,11.5,--,REL
4/2014,57.0,19.5,--,REL
5/2014,24.5,9.0,--,REL
2/2015,23.0,8.5,--,REL
3/2015,20.0,9.5,--,REL
4/2015,2.5,1.5,--,REL
5/2015,1.0,0.5,--,REL
2/2016,91.5,30.0,--,REL
3/2016,75.5,34.5,--,REL
4/2016,86.5,42.0,--,REL
5/2016,58.0,31.0,--,REL
2/2000,62.2,13.0,14.0,RFM
4/2000,67.2,27.8,27.8,RFM
2/2001,45.5,10.9,10.9,RFM
3/2001,65.8,17.1,17.1,RFM
4/2001,48.0,17.0,17.0,RFM
2/2002,77.4,25.5,25.5,RFM
4/2002,83.1,33.5,33.5,RFM
2/2003,64.0,25.7,25.7,RFM
4/2003,71.6,30.0,30.0,RFM
2/2004,62.7,21.7,21.8,RFM
4/2004,60.6,29.5,29.5,RFM
2/2005,99.5,31.2,31.8,RFM
4/2005,113.7,47.9,47.9,RFM
2/2006,87.9,33.6,34.2,RFM
4/2006,121.1,51.6,54.2,RFM
2/2007,28.5,7.8,7.8,RFM
4/2007,45.6,19.3,19.3,RFM
2/2008,75.2,22.6,22.6,RFM
4/2008,72.3,32.6,32.7,RFM
2/2009,64.8,15.7,--,RFM
4/2009,80.3,31.4,--,RFM
2/2010,71.0,20.0,--,RFM
4/2010,70.8,30.9,--,RFM
2/2011,75.9,31.5,--,RFM
4/2011,145.0,57.0,--,RFM
2/2012,32.9,7.4,--,RFM
4/2012,50.1,14.5,--,RFM
2/2013,61.0,21.0,--,RFM
4/2013,57.0,23.8,--,RFM
2/2014,14.0,3.5,--,RFM
4/2014,48.5,15.0,--,RFM
2/2015,16.0,4.0,--,RFM
4/2015,14.5,5.5,--,RFM
2/2016,78.0,22.9,--,RFM
4/2016,75.5,31.5,--,RFM
2/2007,9.4,3.1,--,RGT
3/2007,66.4,15.3,--,RGT
4/2007,3.9,1.6,--,RGT
5/2007,0.0,0.0,--,RGT
2/2008,54.0,19.0,--,RGT
3/2008,65.9,29.6,--,RGT
4/2008,42.7,20.9,--,RGT
5/2008,0.0,0.0,--,RGT
2/2009,11.0,4.0,--,RGT
3/2009,28.0,9.0,--,RGT
4/2009,16.0,6.5,--,RGT
5/2009,0.0,0.0,--,RGT
2/2010,57.5,21.5,--,RGT
3/2010,64.3,23.0,--,RGT
4/2010,59.0,23.0,--,RGT
5/2010,57.5,21.5,--,RGT
2/2011,46.0,19.8,--,RGT
3/2011,65.0,23.1,--,RGT
4/2011,95.0,34.0,--,RGT
5/2011,44.0,22.4,--,RGT
2/2012,9.7,3.8,--,RGT
3/2012,8.0,3.0,--,RGT
4/2012,13.3,5.2,--,RGT
5/2012,0.0,0.0,--,RGT
2/2013,15.0,5.3,--,RGT
3/2013,8.1,3.5,--,RGT
4/2013,0.0,0.0,--,RGT
5/2013,0.0,0.0,--,RGT
2/2014,7.5,1.0,--,RGT
3/2014,0.0,0.0,--,RGT
4/2014,1.5,0.5,--,RGT
5/2014,0.0,0.0,--,RGT
2/2015,0.0,0.0,--,RGT
3/2015,4.0,0.7,--,RGT
4/2015,0.0,0.0,--,RGT
5/2015,0.0,0.0,--,RGT
2/2016,47.0,13.0,--,RGT
3/2016,10.0,4.5,--,RGT
4/2016,2.0,1.0,--,RGT
5/2016,0.0,0.0,--,RGT
2/2000,38.9,9.1,9.9,RLD
3/2000,67.8,20.6,20.5,RLD
4/2000,46.8,19.0,19.0,RLD
5/2000,9.2,4.0,4.0,RLD
2/2001,32.1,7.9,7.9,RLD
3/2001,54.0,14.0,14.0,RLD
4/2001,31.9,12.5,12.5,RLD
2/2002,51.0,19.3,19.3,RLD
3/2002,37.6,14.8,14.8,RLD
4/2002,41.1,17.2,17.2,RLD
5/2002,3.0,1.1,1.1,RLD
2/2003,34.1,13.0,13.0,RLD
3/2003,37.0,14.7,14.7,RLD
4/2003,32.2,14.5,14.8,RLD
5/2003,31.8,14.6,14.6,RLD
2/2004,44.4,14.6,14.6,RLD
3/2004,69.9,21.8,21.8,RLD
4/2004,27.5,12.8,12.8,RLD
5/2004,0.0,0.0,--,RLD
2/2005,71.1,24.9,24.9,RLD
3/2005,81.0,29.2,30.5,RLD
4/2005,84.4,36.6,36.2,RLD
5/2005,65.5,32.6,33.3,RLD
2/2006,47.9,15.3,15.3,RLD
3/2006,40.6,13.8,18.1,RLD
4/2006,72.8,25.7,25.7,RLD
5/2006,57.1,25.7,25.7,RLD
6/2006,0.0,0.0,--,RLD
2/2007,19.3,5.9,5.9,RLD
3/2007,48.7,12.8,12.8,RLD
4/2007,20.0,7.5,7.5,RLD
5/2007,0.0,0.0,--,RLD
2/2008,59.5,17.7,17.6,RLD
3/2008,78.0,24.0,24.0,RLD
4/2008,44.7,20.0,20.0,RLD
5/2008,8.3,4.2,4.2,RLD
2/2009,30.9,9.3,--,RLD
3/2009,50.2,16.0,--,RLD
4/2009,44.9,19.0,--,RLD
5/2009,13.9,6.0,--,RLD
2/2010,56.3,15.5,--,RLD
3/2010,50.3,17.2,--,RLD
4/2010,50.5,20.7,--,RLD
5/2010,45.1,19.6,--,RLD
2/2011,48.6,17.4,--,RLD
3/2011,82.0,25.5,--,RLD
4/2011,99.7,35.4,--,RLD
5/2011,59.4,26.2,--,RLD
2/2012,15.2,2.8,--,RLD
3/2012,17.3,4.5,--,RLD
4/2012,15.4,4.8,--,RLD
5/2012,0.0,0.0,--,RLD
2/2013,34.0,12.8,--,RLD
3/2013,32.1,12.7,--,RLD
4/2013,19.7,9.0,--,RLD
5/2013,0.0,0.0,--,RLD
2/2014,4.5,1.5,--,RLD
3/2014,14.5,6.0,--,RLD
4/2014,22.0,7.5,--,RLD
5/2014,0.0,0.0,--,RLD
2/2015,6.5,3.0,--,RLD
3/2015,1.5,0.5,--,RLD
4/2015,0.0,0.0,--,RLD
5/2015,0.0,0.0,--,RLD
2/2016,53.5,17.5,--,RLD
3/2016,45.0,18.0,--,RLD
4/2016,40.0,18.0,--,RLD
5/2016,7.5,3.5,--,RLD
2/2000,15.5,2.7,2.7,RMD
3/2000,67.5,19.5,19.5,RMD
4/2000,52.7,23.8,23.8,RMD
5/2000,23.0,14.1,14.1,RMD
2/2001,29.2,7.3,7.3,RMD
3/2001,68.4,18.9,18.7,RMD
4/2001,36.0,15.3,15.3,RMD
5/2001,32.5,14.9,14.9,RMD
3/2002,47.1,17.4,17.4,RMD
4/2002,51.0,18.4,18.4,RMD
2/2003,30.1,10.7,10.7,RMD
2/2004,47.7,16.2,16.2,RMD
3/2004,87.8,28.3,27.4,RMD
4/2004,40.9,18.7,18.7,RMD
5/2004,8.8,4.2,4.2,RMD
2/2005,69.7,26.9,26.9,RMD
3/2005,95.2,23.9,24.3,RMD
4/2005,104.0,40.5,40.5,RMD
5/2005,86.9,40.2,40.2,RMD
2/2006,49.1,15.5,15.5,RMD
3/2006,53.0,16.4,16.4,RMD
4/2006,89.5,31.3,31.3,RMD
5/2006,76.8,33.4,33.4,RMD
2/2007,28.1,6.8,6.8,RMD
3/2007,56.7,14.5,14.5,RMD
4/2007,21.9,9.3,9.3,RMD
2/2008,60.2,17.3,17.1,RMD
3/2008,92.3,36.8,36.8,RMD
4/2008,56.7,23.0,23.0,RMD
5/2008,17.3,9.2,9.2,RMD
2/2009,24.2,8.9,--,RMD
3/2009,52.5,16.6,--,RMD
4/2009,46.1,19.5,--,RMD
5/2009,23.8,10.0,--,RMD
2/2010,60.2,17.1,--,RMD
3/2010,91.7,26.2,--,RMD
4/2010,87.1,21.1,--,RMD
5/2010,80.0,37.3,--,RMD
2/2011,79.1,31.8,--,RMD
3/2011,82.4,22.9,--,RMD
4/2011,108.3,43.1,--,RMD
5/2011,72.2,36.4,--,RMD
2/2012,16.4,6.5,--,RMD
3/2012,21.3,7.4,--,RMD
4/2012,28.5,9.1,--,RMD
5/2012,3.9,1.6,--,RMD
2/2013,31.4,10.7,--,RMD
3/2013,32.2,11.2,--,RMD
4/2013,16.9,7.6,--,RMD
5/2013,0.0,0.0,--,RMD
2/2014,8.0,3.0,--,RMD
3/2014,14.0,5.0,--,RMD
2/2015,18.0,4.5,--,RMD
4/2015,0.0,0.0,--,RMD
2/2016,65.5,12.5,--,RMD
3/2016,63.5,24.0,--,RMD
4/2016,56.5,23.5,--,RMD
5/2016,0.0,0.0,--,RMD
2/2000,13.8,2.9,2.9,RMM
3/2000,39.1,10.8,10.8,RMM
4/2000,23.8,9.9,9.9,RMM
5/2000,0.0,0.0,--,RMM
2/2001,18.1,3.5,3.5,RMM
3/2001,61.9,19.0,18.9,RMM
4/2001,36.0,16.1,16.1,RMM
5/2001,9.0,4.0,4.0,RMM
2/2002,21.9,6.0,6.6,RMM
3/2002,24.4,6.8,6.8,RMM
4/2002,51.5,18.3,18.3,RMM
2/2003,18.1,4.7,4.7,RMM
3/2003,28.7,6.1,7.0,RMM
4/2003,22.2,6.8,6.8,RMM
2/2004,23.5,5.2,5.2,RMM
3/2004,87.8,28.4,28.0,RMM
4/2004,16.2,6.3,6.3,RMM
5/2004,0.0,0.0,--,RMM
2/2005,62.2,20.0,20.7,RMM
3/2005,75.7,22.7,22.9,RMM
4/2005,61.0,26.4,26.4,RMM
5/2005,32.6,16.3,16.3,RMM
2/2006,35.4,11.3,11.3,RMM
3/2006,43.9,13.2,12.4,RMM
4/2006,74.0,23.5,23.5,RMM
5/2006,36.4,13.5,13.5,RMM
2/2007,12.2,1.9,1.9,RMM
3/2007,68.5,16.5,16.5,RMM
4/2007,0.0,0.0,--,RMM
5/2007,0.0,0.0,--,RMM
2/2008,46.2,12.8,12.7,RMM
3/2008,63.8,17.4,17.4,RMM
4/2008,30.7,14.0,14.3,RMM
5/2008,1.0,0.5,0.5,RMM
2/2009,12.9,4.2,--,RMM
3/2009,33.7,11.3,--,RMM
4/2009,15.3,6.3,--,RMM
5/2009,0.0,0.0,--,RMM
2/2010,48.2,10.6,--,RMM
3/2010,62.3,17.5,--,RMM
4/2010,42.6,16.2,--,RMM
5/2010,25.5,11.6,--,RMM
2/2011,52.1,17.2,--,RMM
3/2011,59.1,19.9,--,RMM
4/2011,67.3,22.7,--,RMM
5/2011,19.3,8.8,--,RMM
2/2012,17.2,3.9,--,RMM
3/2012,15.8,4.1,--,RMM
4/2012,4.9,1.8,--,RMM
5/2012,0.0,0.0,--,RMM
2/2013,25.5,6.2,--,RMM
3/2013,21.8,5.2,--,RMM
4/2013,1.2,0.5,--,RMM
5/2013,0.0,0.0,--,RMM
2/2014,6.0,1.0,--,RMM
3/2014,0.5,0.1,--,RMM
4/2014,0.0,0.0,--,RMM
2/2015,6.0,1.5,--,RMM
3/2015,0.0,0.0,--,RMM
4/2015,0.0,0.0,--,RMM
5/2015,0.0,0.0,--,RMM
2/2016,37.5,9.0,--,RMM
3/2016,25.0,8.5,--,RMM
4/2016,14.0,4.5,--,RMM
5/2016,0.0,0.0,--,RMM
2/2000,57.1,15.1,15.1,RMR
3/2000,101.0,34.2,34.2,RMR
4/2000,70.8,34.8,34.8,RMR
5/2000,63.2,30.3,30.4,RMR
3/2001,58.7,14.8,14.4,RMR
4/2001,48.3,17.4,17.4,RMR
5/2001,52.0,20.6,20.6,RMR
2/2002,66.1,20.1,20.1,RMR
3/2002,61.9,21.6,21.6,RMR
4/2002,76.6,23.6,24.0,RMR
5/2002,42.6,19.2,19.1,RMR
2/2003,48.6,17.1,17.1,RMR
3/2003,68.1,21.4,21.5,RMR
4/2003,59.8,21.4,21.4,RMR
5/2003,69.7,26.1,26.1,RMR
2/2004,55.8,15.6,15.6,RMR
3/2004,86.7,27.0,26.0,RMR
4/2004,50.0,22.2,22.2,RMR
2/2005,84.0,27.0,27.0,RMR
3/2005,89.4,31.4,31.4,RMR
4/2005,100.0,36.9,37.1,RMR
5/2005,85.2,38.0,38.5,RMR
2/2006,71.6,24.8,24.6,RMR
3/2006,109.3,38.3,37.9,RMR
4/2006,123.8,42.2,42.9,RMR
2/2007,23.4,5.9,5.9,RMR
3/2007,58.7,13.8,13.4,RMR
4/2007,38.1,13.5,13.6,RMR
2/2008,76.4,20.9,18.2,RMR
3/2008,85.8,27.2,27.6,RMR
4/2008,62.7,24.6,24.8,RMR
2/2009,52.1,14.4,--,RMR
3/2009,74.4,21.2,--,RMR
4/2009,72.6,24.6,--,RMR
2/2010,74.4,18.9,--,RMR
3/2010,68.7,23.4,--,RMR
4/2010,72.6,33.9,--,RMR
5/2010,79.0,32.8,--,RMR
1/2011,75.8,24.6,--,RMR
2/2011,66.3,25.7,--,RMR
3/2011,75.2,27.3,--,RMR
4/2011,123.3,45.9,--,RMR
5/2011,90.1,44.0,--,RMR
1/2012,10.5,2.6,--,RMR
2/2012,31.9,7.9,--,RMR
3/2012,30.2,8.6,--,RMR
4/2012,46.7,13.9,--,RMR
5/2012,25.4,10.4,--,RMR
1/2013,56.7,14.7,--,RMR
2/2013,52.0,17.4,--,RMR
3/2013,48.7,17.9,--,RMR
4/2013,45.6,18.2,--,RMR
5/2013,25.3,11.8,--,RMR
1/2014,10.8,2.2,--,RMR
2/2014,9.5,2.0,--,RMR
3/2014,26.0,7.0,--,RMR
4/2014,50.0,15.5,--,RMR
5/2014,29.0,12.0,--,RMR
2/2015,21.0,6.0,--,RMR
3/2015,26.0,8.0,--,RMR
4/2015,18.0,7.0,--,RMR
5/2015,0.0,0.0,--,RMR
1/2016,40.0,10.0,--,RMR
2/2016,61.5,17.5,--,RMR
3/2016,64.5,21.0,--,RMR
4/2016,71.0,25.0,--,RMR
5/2016,45.0,22.5,--,RMR
4/2001,77.0,27.4,27.4,RP1
3/2002,95.0,36.5,36.5,RP1
3/2003,93.0,34.7,34.6,RP1
4/2003,96.0,39.6,39.6,RP1
3/2004,141.0,42.8,42.0,RP1
4/2004,114.0,41.9,41.9,RP1
3/2005,129.0,44.4,45.9,RP1
3/2006,106.0,41.2,48.1,RP1
4/2006,160.0,63.8,65.3,RP1
3/2007,110.0,27.6,27.6,RP1
4/2007,97.0,29.4,29.4,RP1
3/2008,118.0,40.6,40.6,RP1
4/2008,99.0,40.0,40.0,RP1
3/2009,94.0,29.0,--,RP1
4/2009,119.0,44.0,--,RP1
3/2010,96.0,32.1,--,RP1
4/2010,128.0,42.4,--,RP1
3/2011,142.0,48.4,--,RP1
4/2011,197.0,77.4,--,RP1
3/2012,56.0,15.2,--,RP1
4/2012,101.0,33.6,--,RP1
3/2015,42.0,15.5,--,RP1
4/2015,46.0,17.5,--,RP1
3/2016,98.0,37.5,--,RP1
4/2016,126.0,49.0,--,RP1
2/2000,62.5,17.4,17.4,RP2
3/2000,94.5,29.1,28.7,RP2
4/2000,68.3,28.5,28.5,RP2
2/2001,41.3,10.5,10.5,RP2
3/2001,64.5,16.6,16.6,RP2
4/2001,34.4,12.5,12.5,RP2
2/2002,59.0,20.6,20.6,RP2
3/2002,59.3,23.6,23.6,RP2
4/2002,77.6,28.5,28.5,RP2
2/2003,47.3,19.3,19.3,RP2
3/2003,61.5,21.0,21.0,RP2
4/2003,49.4,21.0,21.0,RP2
3/2004,96.6,30.4,29.9,RP2
4/2004,60.1,28.0,28.0,RP2
2/2005,84.4,27.3,27.2,RP2
3/2005,98.3,33.7,33.6,RP2
4/2005,101.5,41.2,41.2,RP2
2/2006,64.9,23.9,23.5,RP2
3/2006,73.1,25.9,25.5,RP2
4/2006,96.3,39.4,41.4,RP2
2/2007,24.4,7.1,7.1,RP2
3/2007,70.3,20.3,20.3,RP2
4/2007,48.9,17.0,17.0,RP2
2/2008,84.0,27.0,25.4,RP2
3/2008,82.2,29.1,29.1,RP2
4/2008,61.8,28.2,28.2,RP2
2/2009,33.8,12.5,--,RP2
3/2009,65.2,23.3,--,RP2
4/2009,62.6,28.5,--,RP2
2/2010,63.7,20.6,--,RP2
3/2010,72.5,25.3,--,RP2
4/2010,67.6,30.6,--,RP2
2/2011,70.0,33.4,--,RP2
3/2011,114.1,40.1,--,RP2
4/2011,139.2,59.1,--,RP2
2/2012,21.0,6.5,--,RP2
3/2012,32.4,8.1,--,RP2
4/2012,58.4,20.1,--,RP2
2/2013,52.1,18.0,--,RP2
3/2013,52.7,19.2,--,RP2
4/2013,43.5,19.5,--,RP2
2/2014,14.0,4.5,--,RP2
3/2014,28.0,11.0,--,RP2
4/2014,49.0,16.0,--,RP2
2/2015,15.0,5.5,--,RP2
3/2015,18.0,7.0,--,RP2
4/2015,1.0,0.5,--,RP2
2/2016,69.5,23.5,--,RP2
3/2016,58.5,24.0,--,RP2
4/2016,71.0,32.0,--,RP2
2/2000,58.4,20.0,21.2,RRM
3/2000,150.0,54.6,53.8,RRM
4/2000,112.7,55.2,55.2,RRM
5/2000,100.1,52.0,52.0,RRM
2/2001,54.5,16.1,16.1,RRM
3/2001,103.0,33.8,33.8,RRM
4/2001,71.4,31.2,31.2,RRM
5/2001,61.0,33.0,33.0,RRM
2/2002,92.3,38.0,38.0,RRM
3/2002,97.8,43.2,43.2,RRM
4/2002,93.7,48.2,48.2,RRM
5/2002,55.3,29.2,30.2,RRM
3/2003,95.7,47.3,47.3,RRM
4/2003,96.3,48.5,48.5,RRM
5/2003,135.0,65.3,64.6,RRM
3/2004,154.8,59.1,57.3,RRM
4/2004,107.6,53.4,53.4,RRM
5/2004,77.6,42.0,42.0,RRM
2/2005,86.5,33.7,33.7,RRM
4/2005,110.0,49.0,49.0,RRM
5/2005,84.8,43.3,43.3,RRM
2/2006,100.5,42.2,38.9,RRM
5/2006,159.3,76.6,76.6,RRM
2/2007,45.1,15.6,15.6,RRM
4/2007,52.9,25.2,25.2,RRM
5/2007,40.0,20.0,20.0,RRM
3/2008,115.0,47.0,47.0,RRM
4/2008,91.7,57.3,57.3,RRM
5/2008,68.8,43.2,43.2,RRM
4/2009,63.7,29.3,--,RRM
5/2009,37.3,19.0,--,RRM
5/2012,75.5,36.6,--,RRM
2/2013,69.5,24.8,--,RRM
3/2013,65.2,24.9,--,RRM
4/2013,54.2,23.4,--,RRM
5/2013,19.3,8.9,--,RRM
2/2014,6.0,2.0,--,RRM
3/2014,24.5,7.0,--,RRM
4/2014,22.0,6.5,--,RRM
5/2014,0.0,0.0,--,RRM
2/2015,10.0,3.5,--,RRM
3/2015,14.0,5.0,--,RRM
4/2015,0.0,0.0,--,RRM
5/2015,0.0,0.0,--,RRM
2/2016,101.5,40.0,--,RRM
3/2016,88.0,40.5,--,RRM
5/2016,50.5,29.5,--,RRM
2/2000,77.0,18.1,--,RTT
4/2000,80.4,33.5,33.5,RTT
5/2000,72.0,32.0,--,RTT
2/2001,40.2,9.6,--,RTT
3/2001,70.3,19.2,--,RTT
4/2001,45.8,19.5,--,RTT
2/2002,79.8,24.5,--,RTT
3/2002,69.4,27.2,--,RTT
4/2002,87.8,32.2,--,RTT
5/2002,41.3,19.9,--,RTT
2/2003,50.4,19.2,--,RTT
3/2003,72.0,25.5,--,RTT
4/2003,68.2,26.3,--,RTT
5/2003,70.2,30.8,--,RTT
2/2004,60.7,20.0,--,RTT
3/2004,103.8,32.8,--,RTT
4/2004,54.7,23.5,--,RTT
5/2004,30.8,15.1,--,RTT
2/2005,127.8,41.9,--,RTT
3/2005,122.5,45.5,--,RTT
4/2005,136.2,53.2,--,RTT
5/2005,119.8,52.0,--,RTT
6/2005,66.1,32.7,--,RTT
2/2006,79.3,25.8,--,RTT
3/2006,75.2,28.9,--,RTT
4/2006,122.0,43.6,--,RTT
5/2006,129.5,52.4,--,RTT
6/2006,67.5,33.3,--,RTT
2/2007,24.9,8.3,--,RTT
3/2007,63.8,17.0,--,RTT
4/2007,35.5,13.8,--,RTT
5/2007,23.9,10.3,--,RTT
2/2008,94.8,29.1,--,RTT
3/2008,106.0,35.0,--,RTT
4/2008,76.3,34.0,--,RTT
5/2008,37.2,20.8,--,RTT
2/2009,48.5,14.3,--,RTT
3/2009,87.9,24.4,--,RTT
4/2009,68.3,27.1,--,RTT
5/2009,54.2,23.2,--,RTT
2/2010,75.2,21.3,--,RTT
3/2010,96.9,28.3,--,RTT
4/2010,83.0,33.0,--,RTT
5/2010,93.7,37.7,--,RTT
2/2011,93.2,34.3,--,RTT
3/2011,122.7,42.0,--,RTT
4/2011,148.8,56.8,--,RTT
5/2011,107.9,49.6,--,RTT
6/2011,80.8,39.7,--,RTT
2/2012,36.3,8.6,--,RTT
3/2012,27.7,8.6,--,RTT
4/2012,35.2,11.5,--,RTT
5/2012,12.6,5.2,--,RTT
2/2013,63.3,21.9,--,RTT
